areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesLFDOnlyBySpecimenDate,newCasesPCROnlyBySpecimenDate,newOnsDeathsByRegistrationDate,newPeopleVaccinatedFirstDoseByPublishDate
E12000005,West Midlands,region,2021-06-12,423,27,293,,
E12000005,West Midlands,region,2021-06-11,540,30,370,7,
E12000005,West Midlands,region,2021-06-10,473,54,373,,
E12000005,West Midlands,region,2021-06-09,454,50,406,,
E12000005,West Midlands,region,2021-06-08,400,32,389,,
E12000005,West Midlands,region,2021-06-07,361,52,357,,
E12000005,West Midlands,region,2021-06-06,329,43,212,,
E12000005,West Midlands,region,2021-06-05,354,22,230,,
E12000005,West Midlands,region,2021-06-04,370,27,290,14,
E12000005,West Midlands,region,2021-06-03,309,35,261,,
E12000005,West Midlands,region,2021-06-02,242,34,287,,
E12000005,West Midlands,region,2021-06-01,195,29,244,,
E12000005,West Midlands,region,2021-05-31,217,27,173,,
E12000005,West Midlands,region,2021-05-30,182,22,129,,
E12000005,West Midlands,region,2021-05-29,178,22,143,,
E12000005,West Midlands,region,2021-05-28,226,32,172,10,
E12000005,West Midlands,region,2021-05-27,196,25,122,,
E12000005,West Midlands,region,2021-05-26,197,40,160,,
E12000005,West Midlands,region,2021-05-25,155,27,165,,
E12000005,West Midlands,region,2021-05-24,116,33,162,,
E12000005,West Midlands,region,2021-05-23,92,35,64,,
E12000005,West Midlands,region,2021-05-22,137,15,86,,
E12000005,West Midlands,region,2021-05-21,143,26,97,16,
E12000005,West Midlands,region,2021-05-20,193,29,92,,
E12000005,West Midlands,region,2021-05-19,97,42,91,,
E12000005,West Midlands,region,2021-05-18,0,35,124,,
E12000005,West Midlands,region,2021-05-17,150,36,133,,
E12000005,West Midlands,region,2021-05-16,96,40,47,,
E12000005,West Midlands,region,2021-05-15,122,12,84,,
E12000005,West Midlands,region,2021-05-14,146,20,79,14,
E12000005,West Midlands,region,2021-05-13,164,37,85,,
E12000005,West Midlands,region,2021-05-12,153,40,88,,
E12000005,West Midlands,region,2021-05-11,164,34,81,,
E12000005,West Midlands,region,2021-05-10,166,59,100,,
E12000005,West Midlands,region,2021-05-09,109,68,66,,
E12000005,West Midlands,region,2021-05-08,125,12,79,,
E12000005,West Midlands,region,2021-05-07,179,18,79,11,
E12000005,West Midlands,region,2021-05-06,186,45,83,,
E12000005,West Midlands,region,2021-05-05,194,56,106,,
E12000005,West Midlands,region,2021-05-04,152,52,119,,
E12000005,West Midlands,region,2021-05-03,137,39,93,,
E12000005,West Midlands,region,2021-05-02,130,31,56,,
E12000005,West Midlands,region,2021-05-01,143,15,64,,
E12000005,West Midlands,region,2021-04-30,172,29,129,24,
E12000005,West Midlands,region,2021-04-29,225,47,99,,
E12000005,West Midlands,region,2021-04-28,184,74,102,,
E12000005,West Midlands,region,2021-04-27,220,32,98,,
E12000005,West Midlands,region,2021-04-26,139,57,160,,
E12000005,West Midlands,region,2021-04-25,126,59,98,,
E12000005,West Midlands,region,2021-04-24,189,31,74,,
E12000005,West Midlands,region,2021-04-23,202,30,109,30,
E12000005,West Midlands,region,2021-04-22,242,47,125,,
E12000005,West Midlands,region,2021-04-21,212,61,161,,
E12000005,West Midlands,region,2021-04-20,212,27,138,,
E12000005,West Midlands,region,2021-04-19,310,56,144,,
E12000005,West Midlands,region,2021-04-18,163,116,89,,
E12000005,West Midlands,region,2021-04-17,160,19,121,,
E12000005,West Midlands,region,2021-04-16,224,15,156,48,
E12000005,West Midlands,region,2021-04-15,215,41,133,,
E12000005,West Midlands,region,2021-04-14,166,34,141,,
E12000005,West Midlands,region,2021-04-13,167,29,166,,
E12000005,West Midlands,region,2021-04-12,311,29,178,,
E12000005,West Midlands,region,2021-04-11,121,34,107,,
E12000005,West Midlands,region,2021-04-10,247,16,150,,
E12000005,West Midlands,region,2021-04-09,0,19,225,45,
E12000005,West Midlands,region,2021-04-08,242,25,212,,
E12000005,West Midlands,region,2021-04-07,256,32,188,,
E12000005,West Midlands,region,2021-04-06,212,27,199,,
E12000005,West Midlands,region,2021-04-05,238,30,171,,
E12000005,West Midlands,region,2021-04-04,209,43,149,,
E12000005,West Midlands,region,2021-04-03,303,16,163,,
E12000005,West Midlands,region,2021-04-02,361,16,185,46,
E12000005,West Midlands,region,2021-04-01,420,27,266,,
E12000005,West Midlands,region,2021-03-31,356,54,307,,
E12000005,West Midlands,region,2021-03-30,389,33,315,,
E12000005,West Midlands,region,2021-03-29,472,27,334,,
E12000005,West Midlands,region,2021-03-28,376,183,223,,
E12000005,West Midlands,region,2021-03-27,444,25,267,,
E12000005,West Midlands,region,2021-03-26,602,43,334,84,
E12000005,West Midlands,region,2021-03-25,552,95,392,,
E12000005,West Midlands,region,2021-03-24,611,119,418,,
E12000005,West Midlands,region,2021-03-23,569,61,416,,
E12000005,West Midlands,region,2021-03-22,516,84,477,,
E12000005,West Midlands,region,2021-03-21,540,122,348,,
E12000005,West Midlands,region,2021-03-20,594,30,341,,
E12000005,West Midlands,region,2021-03-19,392,47,393,107,
E12000005,West Midlands,region,2021-03-18,642,68,380,,
E12000005,West Midlands,region,2021-03-17,714,84,475,,
E12000005,West Midlands,region,2021-03-16,522,79,500,,
E12000005,West Midlands,region,2021-03-15,481,113,557,,
E12000005,West Midlands,region,2021-03-14,485,48,358,,
E12000005,West Midlands,region,2021-03-13,611,35,337,,
E12000005,West Midlands,region,2021-03-12,630,79,451,183,
E12000005,West Midlands,region,2021-03-11,710,64,456,,
E12000005,West Midlands,region,2021-03-10,609,87,520,,
E12000005,West Midlands,region,2021-03-09,552,75,494,,
E12000005,West Midlands,region,2021-03-08,424,95,585,,
E12000005,West Midlands,region,2021-03-07,558,48,379,,
E12000005,West Midlands,region,2021-03-06,638,24,403,,
E12000005,West Midlands,region,2021-03-05,626,39,518,245,
E12000005,West Midlands,region,2021-03-04,810,72,559,,
E12000005,West Midlands,region,2021-03-03,755,58,568,,
E12000005,West Midlands,region,2021-03-02,677,59,744,,
E12000005,West Midlands,region,2021-03-01,594,67,772,,
E12000005,West Midlands,region,2021-02-28,743,33,485,,
E12000005,West Midlands,region,2021-02-27,899,18,510,,
E12000005,West Midlands,region,2021-02-26,1053,49,724,391,
E12000005,West Midlands,region,2021-02-25,1201,59,833,,
E12000005,West Midlands,region,2021-02-24,1299,64,973,,
E12000005,West Midlands,region,2021-02-23,958,47,1128,,
E12000005,West Midlands,region,2021-02-22,1211,80,1411,,
E12000005,West Midlands,region,2021-02-21,1252,41,894,,
E12000005,West Midlands,region,2021-02-20,1263,49,908,,
E12000005,West Midlands,region,2021-02-19,1342,55,1235,530,
E12000005,West Midlands,region,2021-02-18,1586,56,1374,,
E12000005,West Midlands,region,2021-02-17,1633,70,1375,,
E12000005,West Midlands,region,2021-02-16,1265,52,1587,,
E12000005,West Midlands,region,2021-02-15,1037,80,1713,,
E12000005,West Midlands,region,2021-02-14,1393,38,963,,
E12000005,West Midlands,region,2021-02-13,1585,39,1072,,
E12000005,West Midlands,region,2021-02-12,1666,54,1450,657,
E12000005,West Midlands,region,2021-02-11,1650,67,1461,,
E12000005,West Midlands,region,2021-02-10,1838,57,1609,,
E12000005,West Midlands,region,2021-02-09,1374,58,1658,,
E12000005,West Midlands,region,2021-02-08,1804,98,1895,,
E12000005,West Midlands,region,2021-02-07,2023,64,1275,,
E12000005,West Midlands,region,2021-02-06,2292,51,1500,,
E12000005,West Midlands,region,2021-02-05,2274,78,1868,824,
E12000005,West Midlands,region,2021-02-04,2453,91,2148,,
E12000005,West Midlands,region,2021-02-03,2325,84,2244,,
E12000005,West Midlands,region,2021-02-02,1962,87,2359,,
E12000005,West Midlands,region,2021-02-01,2059,99,2600,,
E12000005,West Midlands,region,2021-01-31,2654,65,1806,,
E12000005,West Midlands,region,2021-01-30,3077,42,1943,,
E12000005,West Midlands,region,2021-01-29,3446,75,2675,870,
E12000005,West Midlands,region,2021-01-28,3451,91,3031,,
E12000005,West Midlands,region,2021-01-27,3172,82,3068,,
E12000005,West Midlands,region,2021-01-26,1438,42,3429,,
E12000005,West Midlands,region,2021-01-25,2477,57,3171,,
E12000005,West Midlands,region,2021-01-24,3717,19,1291,,
E12000005,West Midlands,region,2021-01-23,4218,41,2507,,
E12000005,West Midlands,region,2021-01-22,4177,39,3576,844,
E12000005,West Midlands,region,2021-01-21,4580,53,3596,,
E12000005,West Midlands,region,2021-01-20,4542,54,4252,,
E12000005,West Midlands,region,2021-01-19,4152,73,4665,,
E12000005,West Midlands,region,2021-01-18,4691,69,5210,,
E12000005,West Midlands,region,2021-01-17,3633,30,3595,,
E12000005,West Midlands,region,2021-01-16,5064,34,3562,,
E12000005,West Midlands,region,2021-01-15,7061,52,4864,716,
E12000005,West Midlands,region,2021-01-14,4833,54,4991,,
E12000005,West Midlands,region,2021-01-13,4651,48,5215,,
E12000005,West Midlands,region,2021-01-12,4756,55,5429,,
E12000005,West Midlands,region,2021-01-11,5659,66,5822,,
E12000005,West Midlands,region,2021-01-10,4725,40,3788,,
E12000005,West Midlands,region,2021-01-09,4877,42,3957,,
E12000005,West Midlands,region,2021-01-08,5569,45,4587,550,
E12000005,West Midlands,region,2021-01-07,4693,52,4785,,
E12000005,West Midlands,region,2021-01-06,6139,55,5592,,
E12000005,West Midlands,region,2021-01-05,5256,49,5894,,
E12000005,West Midlands,region,2021-01-04,6709,63,7158,,
E12000005,West Midlands,region,2021-01-03,2934,27,4877,,
E12000005,West Midlands,region,2021-01-02,6421,34,5657,,
E12000005,West Midlands,region,2021-01-01,2860,17,3036,302,
E12000005,West Midlands,region,2020-12-31,4986,46,4558,,
E12000005,West Midlands,region,2020-12-30,3432,52,5868,,
E12000005,West Midlands,region,2020-12-29,3993,37,6081,,
E12000005,West Midlands,region,2020-12-28,2103,13,3134,,
E12000005,West Midlands,region,2020-12-27,1254,13,3189,,
E12000005,West Midlands,region,2020-12-26,2551,3,2651,,
E12000005,West Midlands,region,2020-12-25,2495,3,1031,316,
E12000005,West Midlands,region,2020-12-24,2156,35,2074,,
E12000005,West Midlands,region,2020-12-23,3602,22,2709,,
E12000005,West Midlands,region,2020-12-22,2283,22,2797,,
E12000005,West Midlands,region,2020-12-21,1854,27,2961,,
E12000005,West Midlands,region,2020-12-20,2448,3,2243,,
E12000005,West Midlands,region,2020-12-19,1740,5,1634,,
E12000005,West Midlands,region,2020-12-18,1728,10,2082,373,
E12000005,West Midlands,region,2020-12-17,1752,10,2143,,
E12000005,West Midlands,region,2020-12-16,1929,18,2054,,
E12000005,West Midlands,region,2020-12-15,1573,10,2274,,
E12000005,West Midlands,region,2020-12-14,1233,9,2404,,
E12000005,West Midlands,region,2020-12-13,1777,1,1347,,
E12000005,West Midlands,region,2020-12-12,1509,3,1342,,
E12000005,West Midlands,region,2020-12-11,1629,11,1755,376,
E12000005,West Midlands,region,2020-12-10,1649,13,1673,,
E12000005,West Midlands,region,2020-12-09,1381,18,1659,,
E12000005,West Midlands,region,2020-12-08,1065,18,1735,,
E12000005,West Midlands,region,2020-12-07,1334,12,1759,,
E12000005,West Midlands,region,2020-12-06,1581,4,1145,,
E12000005,West Midlands,region,2020-12-05,1311,4,1117,,
E12000005,West Midlands,region,2020-12-04,1461,8,1404,381,
E12000005,West Midlands,region,2020-12-03,1356,6,1371,,
E12000005,West Midlands,region,2020-12-02,1495,8,1491,,
E12000005,West Midlands,region,2020-12-01,1435,14,1543,,
E12000005,West Midlands,region,2020-11-30,1718,17,1719,,
E12000005,West Midlands,region,2020-11-29,1169,6,1132,,
E12000005,West Midlands,region,2020-11-28,1677,11,1141,,
E12000005,West Midlands,region,2020-11-27,1718,20,1556,361,
E12000005,West Midlands,region,2020-11-26,2237,9,1713,,
E12000005,West Midlands,region,2020-11-25,2424,9,1941,,
E12000005,West Midlands,region,2020-11-24,1244,7,2047,,
E12000005,West Midlands,region,2020-11-23,2020,6,2289,,
E12000005,West Midlands,region,2020-11-22,2465,2,1499,,
E12000005,West Midlands,region,2020-11-21,2738,6,1616,,
E12000005,West Midlands,region,2020-11-20,3038,11,2338,306,
E12000005,West Midlands,region,2020-11-19,3233,0,2417,,
E12000005,West Midlands,region,2020-11-18,2006,1,2663,,
E12000005,West Midlands,region,2020-11-17,2639,1,3079,,
E12000005,West Midlands,region,2020-11-16,3455,3,3454,,
E12000005,West Midlands,region,2020-11-15,3125,1,2048,,
E12000005,West Midlands,region,2020-11-14,2990,0,2391,,
E12000005,West Midlands,region,2020-11-13,3150,10,3085,284,
E12000005,West Midlands,region,2020-11-12,4348,2,3160,,
E12000005,West Midlands,region,2020-11-11,2700,0,3613,,
E12000005,West Midlands,region,2020-11-10,2788,0,3685,,
E12000005,West Midlands,region,2020-11-09,2983,1,4000,,
E12000005,West Midlands,region,2020-11-08,2365,0,2488,,
E12000005,West Midlands,region,2020-11-07,2638,1,2319,,
E12000005,West Midlands,region,2020-11-06,2872,0,2834,181,
E12000005,West Midlands,region,2020-11-05,2380,1,2885,,
E12000005,West Midlands,region,2020-11-04,3256,0,2785,,
E12000005,West Midlands,region,2020-11-03,2152,0,3155,,
E12000005,West Midlands,region,2020-11-02,1726,0,3717,,
E12000005,West Midlands,region,2020-11-01,3255,0,1645,,
E12000005,West Midlands,region,2020-10-31,1793,0,1977,,
E12000005,West Midlands,region,2020-10-30,2366,1,2612,110,
E12000005,West Midlands,region,2020-10-29,2357,,2533,,
E12000005,West Midlands,region,2020-10-28,2576,,2591,,
E12000005,West Midlands,region,2020-10-27,2228,,2465,,
E12000005,West Midlands,region,2020-10-26,2170,,2654,,
E12000005,West Midlands,region,2020-10-25,1439,,1607,,
E12000005,West Midlands,region,2020-10-24,2052,,1564,,
E12000005,West Midlands,region,2020-10-23,2180,,2053,80,
E12000005,West Midlands,region,2020-10-22,1694,,2136,,
E12000005,West Midlands,region,2020-10-21,2427,,2258,,
E12000005,West Midlands,region,2020-10-20,1775,,2312,,
E12000005,West Midlands,region,2020-10-19,1383,,2230,,
E12000005,West Midlands,region,2020-10-18,1382,,1204,,
E12000005,West Midlands,region,2020-10-17,1120,,1255,,
E12000005,West Midlands,region,2020-10-16,1696,,1646,49,
E12000005,West Midlands,region,2020-10-15,1240,,1610,,
E12000005,West Midlands,region,2020-10-14,1804,,1598,,
E12000005,West Midlands,region,2020-10-13,1086,,1509,,
E12000005,West Midlands,region,2020-10-12,938,,1528,,
E12000005,West Midlands,region,2020-10-11,946,,928,,
E12000005,West Midlands,region,2020-10-10,1096,,926,,
E12000005,West Midlands,region,2020-10-09,805,,1202,43,
E12000005,West Midlands,region,2020-10-08,1098,,1287,,
E12000005,West Midlands,region,2020-10-07,928,,1226,,
E12000005,West Midlands,region,2020-10-06,1059,,1228,,
E12000005,West Midlands,region,2020-10-05,906,,1176,,
E12000005,West Midlands,region,2020-10-04,1644,,695,,
E12000005,West Midlands,region,2020-10-03,1039,,758,,
E12000005,West Midlands,region,2020-10-02,408,,952,31,
E12000005,West Midlands,region,2020-10-01,606,,898,,
E12000005,West Midlands,region,2020-09-30,428,,943,,
E12000005,West Midlands,region,2020-09-29,614,,767,,
E12000005,West Midlands,region,2020-09-28,327,,700,,
E12000005,West Midlands,region,2020-09-27,569,,500,,
E12000005,West Midlands,region,2020-09-26,541,,570,,
E12000005,West Midlands,region,2020-09-25,572,,605,33,
E12000005,West Midlands,region,2020-09-24,608,,695,,
E12000005,West Midlands,region,2020-09-23,902,,693,,
E12000005,West Midlands,region,2020-09-22,590,,612,,
E12000005,West Midlands,region,2020-09-21,458,,650,,
E12000005,West Midlands,region,2020-09-20,458,,609,,
E12000005,West Midlands,region,2020-09-19,442,,588,,
E12000005,West Midlands,region,2020-09-18,469,,586,15,
E12000005,West Midlands,region,2020-09-17,339,,513,,
E12000005,West Midlands,region,2020-09-16,428,,467,,
E12000005,West Midlands,region,2020-09-15,337,,357,,
E12000005,West Midlands,region,2020-09-14,349,,328,,
E12000005,West Midlands,region,2020-09-13,397,,222,,
E12000005,West Midlands,region,2020-09-12,357,,291,,
E12000005,West Midlands,region,2020-09-11,416,,363,7,
E12000005,West Midlands,region,2020-09-10,353,,392,,
E12000005,West Midlands,region,2020-09-09,328,,393,,
E12000005,West Midlands,region,2020-09-08,252,,435,,
E12000005,West Midlands,region,2020-09-07,430,,497,,
E12000005,West Midlands,region,2020-09-06,420,,323,,
E12000005,West Midlands,region,2020-09-05,177,,310,,
E12000005,West Midlands,region,2020-09-04,207,,435,9,
E12000005,West Midlands,region,2020-09-03,162,,370,,
E12000005,West Midlands,region,2020-09-02,145,,354,,
E12000005,West Midlands,region,2020-09-01,101,,262,,
E12000005,West Midlands,region,2020-08-31,115,,126,,
E12000005,West Midlands,region,2020-08-30,157,,95,,
E12000005,West Midlands,region,2020-08-29,115,,113,,
E12000005,West Midlands,region,2020-08-28,125,,156,5,
E12000005,West Midlands,region,2020-08-27,205,,145,,
E12000005,West Midlands,region,2020-08-26,108,,134,,
E12000005,West Midlands,region,2020-08-25,110,,145,,
E12000005,West Midlands,region,2020-08-24,77,,139,,
E12000005,West Midlands,region,2020-08-23,109,,83,,
E12000005,West Midlands,region,2020-08-22,109,,76,,
E12000005,West Midlands,region,2020-08-21,104,,105,10,
E12000005,West Midlands,region,2020-08-20,138,,173,,
E12000005,West Midlands,region,2020-08-19,99,,123,,
E12000005,West Midlands,region,2020-08-18,137,,112,,
E12000005,West Midlands,region,2020-08-17,73,,146,,
E12000005,West Midlands,region,2020-08-16,134,,73,,
E12000005,West Midlands,region,2020-08-15,134,,97,,
E12000005,West Midlands,region,2020-08-14,271,,175,14,
E12000005,West Midlands,region,2020-08-13,0,,117,,
E12000005,West Midlands,region,2020-08-12,131,,137,,
E12000005,West Midlands,region,2020-08-11,142,,168,,
E12000005,West Midlands,region,2020-08-10,77,,160,,
E12000005,West Midlands,region,2020-08-09,127,,78,,
E12000005,West Midlands,region,2020-08-08,66,,74,,
E12000005,West Midlands,region,2020-08-07,62,,105,13,
E12000005,West Midlands,region,2020-08-06,87,,115,,
E12000005,West Midlands,region,2020-08-05,89,,95,,
E12000005,West Midlands,region,2020-08-04,50,,101,,
E12000005,West Midlands,region,2020-08-03,125,,91,,
E12000005,West Midlands,region,2020-08-02,54,,43,,
E12000005,West Midlands,region,2020-08-01,64,,56,,
E12000005,West Midlands,region,2020-07-31,60,,81,17,
E12000005,West Midlands,region,2020-07-30,88,,84,,
E12000005,West Midlands,region,2020-07-29,65,,95,,
E12000005,West Midlands,region,2020-07-28,67,,89,,
E12000005,West Midlands,region,2020-07-27,69,,77,,
E12000005,West Midlands,region,2020-07-26,83,,66,,
E12000005,West Midlands,region,2020-07-25,102,,67,,
E12000005,West Midlands,region,2020-07-24,55,,80,15,
E12000005,West Midlands,region,2020-07-23,89,,90,,
E12000005,West Midlands,region,2020-07-22,49,,80,,
E12000005,West Midlands,region,2020-07-21,59,,79,,
E12000005,West Midlands,region,2020-07-20,55,,84,,
E12000005,West Midlands,region,2020-07-19,82,,42,,
E12000005,West Midlands,region,2020-07-18,77,,52,,
E12000005,West Midlands,region,2020-07-17,87,,68,25,
E12000005,West Midlands,region,2020-07-16,64,,67,,
E12000005,West Midlands,region,2020-07-15,65,,108,,
E12000005,West Midlands,region,2020-07-14,31,,72,,
E12000005,West Midlands,region,2020-07-13,54,,79,,
E12000005,West Midlands,region,2020-07-12,60,,38,,
E12000005,West Midlands,region,2020-07-11,124,,41,,
E12000005,West Midlands,region,2020-07-10,56,,44,48,
E12000005,West Midlands,region,2020-07-09,61,,123,,
E12000005,West Midlands,region,2020-07-08,39,,67,,
E12000005,West Midlands,region,2020-07-07,37,,60,,
E12000005,West Midlands,region,2020-07-06,1,,54,,
E12000005,West Midlands,region,2020-07-05,66,,36,,
E12000005,West Midlands,region,2020-07-04,63,,23,,
E12000005,West Midlands,region,2020-07-03,29,,39,49,
E12000005,West Midlands,region,2020-07-02,55,,55,,
E12000005,West Midlands,region,2020-07-01,8099,,50,,
E12000005,West Midlands,region,2020-06-30,9,,52,,
E12000005,West Midlands,region,2020-06-29,13,,56,,
E12000005,West Midlands,region,2020-06-28,24,,27,,
E12000005,West Midlands,region,2020-06-27,19,,44,,
E12000005,West Midlands,region,2020-06-26,22,,68,69,
E12000005,West Midlands,region,2020-06-25,28,,56,,
E12000005,West Midlands,region,2020-06-24,11,,52,,
E12000005,West Midlands,region,2020-06-23,28,,52,,
E12000005,West Midlands,region,2020-06-22,9,,68,,
E12000005,West Midlands,region,2020-06-21,16,,36,,
E12000005,West Midlands,region,2020-06-20,12,,48,,
E12000005,West Midlands,region,2020-06-19,58,,53,93,
E12000005,West Midlands,region,2020-06-18,21,,82,,
E12000005,West Midlands,region,2020-06-17,33,,79,,
E12000005,West Midlands,region,2020-06-16,32,,106,,
E12000005,West Midlands,region,2020-06-15,21,,103,,
E12000005,West Midlands,region,2020-06-14,42,,76,,
E12000005,West Midlands,region,2020-06-13,40,,85,,
E12000005,West Midlands,region,2020-06-12,33,,79,104,
E12000005,West Midlands,region,2020-06-11,49,,92,,
E12000005,West Midlands,region,2020-06-10,26,,92,,
E12000005,West Midlands,region,2020-06-09,63,,102,,
E12000005,West Midlands,region,2020-06-08,4,,118,,
E12000005,West Midlands,region,2020-06-07,36,,65,,
E12000005,West Midlands,region,2020-06-06,40,,78,,
E12000005,West Midlands,region,2020-06-05,39,,101,158,
E12000005,West Midlands,region,2020-06-04,53,,136,,
E12000005,West Midlands,region,2020-06-03,38,,127,,
E12000005,West Midlands,region,2020-06-02,65,,126,,
E12000005,West Midlands,region,2020-06-01,29,,123,,
E12000005,West Midlands,region,2020-05-31,0,,78,,
E12000005,West Midlands,region,2020-05-30,0,,114,,
E12000005,West Midlands,region,2020-05-29,94,,156,184,
E12000005,West Midlands,region,2020-05-28,77,,155,,
E12000005,West Midlands,region,2020-05-27,58,,194,,
E12000005,West Midlands,region,2020-05-26,54,,151,,
E12000005,West Midlands,region,2020-05-25,56,,141,,
E12000005,West Midlands,region,2020-05-24,84,,137,,
E12000005,West Midlands,region,2020-05-23,94,,150,,
E12000005,West Midlands,region,2020-05-22,143,,197,290,
E12000005,West Midlands,region,2020-05-21,113,,228,,
E12000005,West Midlands,region,2020-05-20,110,,259,,
E12000005,West Midlands,region,2020-05-19,116,,293,,
E12000005,West Midlands,region,2020-05-18,143,,221,,
E12000005,West Midlands,region,2020-05-17,89,,176,,
E12000005,West Midlands,region,2020-05-16,114,,181,,
E12000005,West Midlands,region,2020-05-15,100,,269,382,
E12000005,West Midlands,region,2020-05-14,145,,260,,
E12000005,West Midlands,region,2020-05-13,124,,244,,
E12000005,West Midlands,region,2020-05-12,149,,314,,
E12000005,West Midlands,region,2020-05-11,121,,253,,
E12000005,West Midlands,region,2020-05-10,160,,219,,
E12000005,West Midlands,region,2020-05-09,147,,165,,
E12000005,West Midlands,region,2020-05-08,222,,341,443,
E12000005,West Midlands,region,2020-05-07,199,,369,,
E12000005,West Midlands,region,2020-05-06,135,,317,,
E12000005,West Midlands,region,2020-05-05,228,,323,,
E12000005,West Midlands,region,2020-05-04,211,,243,,
E12000005,West Midlands,region,2020-05-03,175,,298,,
E12000005,West Midlands,region,2020-05-02,239,,323,,
E12000005,West Midlands,region,2020-05-01,295,,470,651,
E12000005,West Midlands,region,2020-04-30,275,,455,,
E12000005,West Midlands,region,2020-04-29,200,,447,,
E12000005,West Midlands,region,2020-04-28,341,,378,,
E12000005,West Midlands,region,2020-04-27,264,,420,,
E12000005,West Midlands,region,2020-04-26,296,,315,,
E12000005,West Midlands,region,2020-04-25,320,,386,,
E12000005,West Midlands,region,2020-04-24,311,,484,880,
E12000005,West Midlands,region,2020-04-23,398,,551,,
E12000005,West Midlands,region,2020-04-22,346,,579,,
E12000005,West Midlands,region,2020-04-21,330,,496,,
E12000005,West Midlands,region,2020-04-20,360,,408,,
E12000005,West Midlands,region,2020-04-19,382,,344,,
E12000005,West Midlands,region,2020-04-18,327,,552,,
E12000005,West Midlands,region,2020-04-17,373,,451,999,
E12000005,West Midlands,region,2020-04-16,,,514,,
E12000005,West Midlands,region,2020-04-15,,,394,,
E12000005,West Midlands,region,2020-04-14,,,330,,
E12000005,West Midlands,region,2020-04-13,,,290,,
E12000005,West Midlands,region,2020-04-12,,,245,,
E12000005,West Midlands,region,2020-04-11,,,254,,
E12000005,West Midlands,region,2020-04-10,,,361,807,
E12000005,West Midlands,region,2020-04-09,,,351,,
E12000005,West Midlands,region,2020-04-08,,,375,,
E12000005,West Midlands,region,2020-04-07,,,401,,
E12000005,West Midlands,region,2020-04-06,,,361,,
E12000005,West Midlands,region,2020-04-05,,,290,,
E12000005,West Midlands,region,2020-04-04,,,347,,
E12000005,West Midlands,region,2020-04-03,,,372,400,
E12000005,West Midlands,region,2020-04-02,,,449,,
E12000005,West Midlands,region,2020-04-01,,,411,,
E12000005,West Midlands,region,2020-03-31,,,413,,
E12000005,West Midlands,region,2020-03-30,,,429,,
E12000005,West Midlands,region,2020-03-29,,,364,,
E12000005,West Midlands,region,2020-03-28,,,323,,
E12000005,West Midlands,region,2020-03-27,,,278,67,
E12000005,West Midlands,region,2020-03-26,,,312,,
E12000005,West Midlands,region,2020-03-25,,,240,,
E12000005,West Midlands,region,2020-03-24,,,251,,
E12000005,West Midlands,region,2020-03-23,,,239,,
E12000005,West Midlands,region,2020-03-22,,,109,,
E12000005,West Midlands,region,2020-03-21,,,124,,
E12000005,West Midlands,region,2020-03-20,,,152,14,
E12000005,West Midlands,region,2020-03-19,,,123,,
E12000005,West Midlands,region,2020-03-18,,,98,,
E12000005,West Midlands,region,2020-03-17,,,68,,
E12000005,West Midlands,region,2020-03-16,,,56,,
E12000005,West Midlands,region,2020-03-15,,,44,,
E12000005,West Midlands,region,2020-03-14,,,31,,
E12000005,West Midlands,region,2020-03-13,,,39,2,
E12000005,West Midlands,region,2020-03-12,,,46,,
E12000005,West Midlands,region,2020-03-11,,,29,,
E12000005,West Midlands,region,2020-03-10,,,17,,
E12000005,West Midlands,region,2020-03-09,,,8,,
E12000005,West Midlands,region,2020-03-08,,,4,,
E12000005,West Midlands,region,2020-03-07,,,6,,
E12000005,West Midlands,region,2020-03-06,,,2,,
E12000005,West Midlands,region,2020-03-05,,,6,,
E12000005,West Midlands,region,2020-03-04,,,3,,
E12000005,West Midlands,region,2020-03-03,,,1,,
E12000005,West Midlands,region,2020-03-02,,,4,,
E12000005,West Midlands,region,2020-03-01,,,2,,
E12000005,West Midlands,region,2020-02-29,,,0,,
E12000005,West Midlands,region,2020-02-28,,,0,,
E12000005,West Midlands,region,2020-02-27,,,0,,
E12000005,West Midlands,region,2020-02-26,,,0,,
E12000005,West Midlands,region,2020-02-25,,,0,,
E12000005,West Midlands,region,2020-02-24,,,0,,
E12000005,West Midlands,region,2020-02-23,,,1,,
E12000005,West Midlands,region,2020-02-22,,,0,,
E12000005,West Midlands,region,2020-02-21,,,0,,
E12000005,West Midlands,region,2020-02-20,,,0,,
E12000005,West Midlands,region,2020-02-19,,,0,,
E12000005,West Midlands,region,2020-02-18,,,0,,
E12000005,West Midlands,region,2020-02-17,,,0,,
E12000005,West Midlands,region,2020-02-16,,,0,,
E12000005,West Midlands,region,2020-02-15,,,0,,
E12000005,West Midlands,region,2020-02-14,,,0,,
E12000005,West Midlands,region,2020-02-13,,,0,,
E12000005,West Midlands,region,2020-02-12,,,1,,
E12000006,East of England,region,2022-08-03,6460,,,,
E12000006,East of England,region,2022-08-02,0,546,9,,173
E12000006,East of England,region,2022-08-01,0,813,120,,0
E12000006,East of England,region,2022-07-31,0,749,76,,0
E12000006,East of England,region,2022-07-30,0,615,85,,0
E12000006,East of England,region,2022-07-29,0,646,153,,0
E12000006,East of England,region,2022-07-28,0,727,150,,0
E12000006,East of England,region,2022-07-27,9244,836,184,,0
