,areaCode,areaName,areaType,date,hospitalCases
862,E40000007,East of England,nhsRegion,2020-03-31,793
863,E40000007,East of England,nhsRegion,2020-03-30,628
864,E40000007,East of England,nhsRegion,2020-03-29,482
865,E40000007,East of England,nhsRegion,2020-03-28,429
866,E40000007,East of England,nhsRegion,2020-03-27,341
867,E40000007,East of England,nhsRegion,2020-03-26,295
868,E40000007,East of England,nhsRegion,2020-03-25,196
869,E40000007,East of England,nhsRegion,2020-03-24,154
870,E40000007,East of England,nhsRegion,2020-03-23,133
871,E40000007,East of England,nhsRegion,2020-03-22,95
872,E40000007,East of England,nhsRegion,2020-03-21,74
873,E40000007,East of England,nhsRegion,2020-03-20,59
0,E40000003,London,nhsRegion,2022-08-10,1631
1,E40000003,London,nhsRegion,2022-08-09,1649
2,E40000003,London,nhsRegion,2022-08-08,1685
3,E40000003,London,nhsRegion,2022-08-07,1646
4,E40000003,London,nhsRegion,2022-08-06,1656
5,E40000003,London,nhsRegion,2022-08-05,1756
6,E40000003,London,nhsRegion,2022-08-04,1811
7,E40000003,London,nhsRegion,2022-08-03,1848
8,E40000003,London,nhsRegion,2022-08-02,1910
9,E40000003,London,nhsRegion,2022-08-01,1913
10,E40000003,London,nhsRegion,2022-07-31,1889
11,E40000003,London,nhsRegion,2022-07-30,1894
12,E40000003,London,nhsRegion,2022-07-29,1952
13,E40000003,London,nhsRegion,2022-07-28,2051
14,E40000003,London,nhsRegion,2022-07-27,2134
15,E40000003,London,nhsRegion,2022-07-26,2061
16,E40000003,London,nhsRegion,2022-07-25,2121
17,E40000003,London,nhsRegion,2022-07-24,2116
18,E40000003,London,nhsRegion,2022-07-23,2089
19,E40000003,London,nhsRegion,2022-07-22,2270
20,E40000003,London,nhsRegion,2022-07-21,2323
21,E40000003,London,nhsRegion,2022-07-20,2303
22,E40000003,London,nhsRegion,2022-07-19,2339
23,E40000003,London,nhsRegion,2022-07-18,2330
24,E40000003,London,nhsRegion,2022-07-17,2281
25,E40000003,London,nhsRegion,2022-07-16,2282
26,E40000003,London,nhsRegion,2022-07-15,2295
27,E40000003,London,nhsRegion,2022-07-14,2257
28,E40000003,London,nhsRegion,2022-07-13,2225
29,E40000003,London,nhsRegion,2022-07-12,2237
30,E40000003,London,nhsRegion,2022-07-11,2180
31,E40000003,London,nhsRegion,2022-07-10,2085
32,E40000003,London,nhsRegion,2022-07-09,2066
33,E40000003,London,nhsRegion,2022-07-08,1990
34,E40000003,London,nhsRegion,2022-07-07,1947
35,E40000003,London,nhsRegion,2022-07-06,1907
36,E40000003,London,nhsRegion,2022-07-05,1897
37,E40000003,London,nhsRegion,2022-07-04,1831
38,E40000003,London,nhsRegion,2022-07-03,1727
39,E40000003,London,nhsRegion,2022-07-02,1683
40,E40000003,London,nhsRegion,2022-07-01,1638
41,E40000003,London,nhsRegion,2022-06-30,1584
42,E40000003,London,nhsRegion,2022-06-29,1553
43,E40000003,London,nhsRegion,2022-06-28,1489
44,E40000003,London,nhsRegion,2022-06-27,1461
45,E40000003,London,nhsRegion,2022-06-26,1429
46,E40000003,London,nhsRegion,2022-06-25,1353
47,E40000003,London,nhsRegion,2022-06-24,1301
48,E40000003,London,nhsRegion,2022-06-23,1221
49,E40000003,London,nhsRegion,2022-06-22,1163
50,E40000003,London,nhsRegion,2022-06-21,1139
51,E40000003,London,nhsRegion,2022-06-20,1089
52,E40000003,London,nhsRegion,2022-06-19,1047
53,E40000003,London,nhsRegion,2022-06-18,1013
54,E40000003,London,nhsRegion,2022-06-17,1001
55,E40000003,London,nhsRegion,2022-06-16,995
56,E40000003,London,nhsRegion,2022-06-15,983
57,E40000003,London,nhsRegion,2022-06-14,982
58,E40000003,London,nhsRegion,2022-06-13,1001
59,E40000003,London,nhsRegion,2022-06-12,967
60,E40000003,London,nhsRegion,2022-06-11,942
61,E40000003,London,nhsRegion,2022-06-10,932
62,E40000003,London,nhsRegion,2022-06-09,914
63,E40000003,London,nhsRegion,2022-06-08,931
64,E40000003,London,nhsRegion,2022-06-07,940
65,E40000003,London,nhsRegion,2022-06-06,917
66,E40000003,London,nhsRegion,2022-06-05,853
67,E40000003,London,nhsRegion,2022-06-04,870
68,E40000003,London,nhsRegion,2022-06-03,855
69,E40000003,London,nhsRegion,2022-06-02,845
70,E40000003,London,nhsRegion,2022-06-01,889
71,E40000003,London,nhsRegion,2022-05-31,916
72,E40000003,London,nhsRegion,2022-05-30,928
73,E40000003,London,nhsRegion,2022-05-29,906
74,E40000003,London,nhsRegion,2022-05-28,903
75,E40000003,London,nhsRegion,2022-05-27,925
76,E40000003,London,nhsRegion,2022-05-26,972
77,E40000003,London,nhsRegion,2022-05-25,1004
78,E40000003,London,nhsRegion,2022-05-24,1016
79,E40000003,London,nhsRegion,2022-05-23,1089
80,E40000003,London,nhsRegion,2022-05-22,1072
81,E40000003,London,nhsRegion,2022-05-21,1062
82,E40000003,London,nhsRegion,2022-05-20,1050
83,E40000003,London,nhsRegion,2022-05-19,1086
84,E40000003,London,nhsRegion,2022-05-18,1121
85,E40000003,London,nhsRegion,2022-05-17,1171
86,E40000003,London,nhsRegion,2022-05-16,1209
87,E40000003,London,nhsRegion,2022-05-15,1200
88,E40000003,London,nhsRegion,2022-05-14,1220
89,E40000003,London,nhsRegion,2022-05-13,1283
90,E40000003,London,nhsRegion,2022-05-12,1256
91,E40000003,London,nhsRegion,2022-05-11,1358
92,E40000003,London,nhsRegion,2022-05-10,1400
93,E40000003,London,nhsRegion,2022-05-09,1416
94,E40000003,London,nhsRegion,2022-05-08,1418
95,E40000003,London,nhsRegion,2022-05-07,1406
96,E40000003,London,nhsRegion,2022-05-06,1467
97,E40000003,London,nhsRegion,2022-05-05,1518
98,E40000003,London,nhsRegion,2022-05-04,1584
99,E40000003,London,nhsRegion,2022-05-03,1630
100,E40000003,London,nhsRegion,2022-05-02,1609
101,E40000003,London,nhsRegion,2022-05-01,1614
102,E40000003,London,nhsRegion,2022-04-30,1629
103,E40000003,London,nhsRegion,2022-04-29,1709
104,E40000003,London,nhsRegion,2022-04-28,1779
105,E40000003,London,nhsRegion,2022-04-27,1870
106,E40000003,London,nhsRegion,2022-04-26,1900
107,E40000003,London,nhsRegion,2022-04-25,1979
108,E40000003,London,nhsRegion,2022-04-24,1976
109,E40000003,London,nhsRegion,2022-04-23,2014
110,E40000003,London,nhsRegion,2022-04-22,2116
111,E40000003,London,nhsRegion,2022-04-21,2189
112,E40000003,London,nhsRegion,2022-04-20,2278
113,E40000003,London,nhsRegion,2022-04-19,2223
114,E40000003,London,nhsRegion,2022-04-18,1982
115,E40000003,London,nhsRegion,2022-04-17,1986
116,E40000003,London,nhsRegion,2022-04-16,1981
117,E40000003,London,nhsRegion,2022-04-15,2000
118,E40000003,London,nhsRegion,2022-04-14,2298
119,E40000003,London,nhsRegion,2022-04-13,2399
120,E40000003,London,nhsRegion,2022-04-12,2459
121,E40000003,London,nhsRegion,2022-04-11,2484
122,E40000003,London,nhsRegion,2022-04-10,2427
123,E40000003,London,nhsRegion,2022-04-09,2396
124,E40000003,London,nhsRegion,2022-04-08,2429
125,E40000003,London,nhsRegion,2022-04-07,2489
126,E40000003,London,nhsRegion,2022-04-06,2487
127,E40000003,London,nhsRegion,2022-04-05,2497
128,E40000003,London,nhsRegion,2022-04-04,2511
129,E40000003,London,nhsRegion,2022-04-03,2433
130,E40000003,London,nhsRegion,2022-04-02,2417
131,E40000003,London,nhsRegion,2022-04-01,2448
132,E40000003,London,nhsRegion,2022-03-31,2434
133,E40000003,London,nhsRegion,2022-03-30,2330
134,E40000003,London,nhsRegion,2022-03-29,2324
135,E40000003,London,nhsRegion,2022-03-28,2266
136,E40000003,London,nhsRegion,2022-03-27,2118
137,E40000003,London,nhsRegion,2022-03-26,2072
138,E40000003,London,nhsRegion,2022-03-25,2110
139,E40000003,London,nhsRegion,2022-03-24,2112
140,E40000003,London,nhsRegion,2022-03-23,2089
141,E40000003,London,nhsRegion,2022-03-22,2114
142,E40000003,London,nhsRegion,2022-03-21,2074
143,E40000003,London,nhsRegion,2022-03-20,1977
144,E40000003,London,nhsRegion,2022-03-19,1934
145,E40000003,London,nhsRegion,2022-03-18,1930
146,E40000003,London,nhsRegion,2022-03-17,1920
147,E40000003,London,nhsRegion,2022-03-16,1902
148,E40000003,London,nhsRegion,2022-03-15,1867
149,E40000003,London,nhsRegion,2022-03-14,1823
150,E40000003,London,nhsRegion,2022-03-13,1728
151,E40000003,London,nhsRegion,2022-03-12,1632
152,E40000003,London,nhsRegion,2022-03-11,1653
153,E40000003,London,nhsRegion,2022-03-10,1619
154,E40000003,London,nhsRegion,2022-03-09,1641
155,E40000003,London,nhsRegion,2022-03-08,1624
156,E40000003,London,nhsRegion,2022-03-07,1595
157,E40000003,London,nhsRegion,2022-03-06,1496
158,E40000003,London,nhsRegion,2022-03-05,1476
159,E40000003,London,nhsRegion,2022-03-04,1529
160,E40000003,London,nhsRegion,2022-03-03,1553
161,E40000003,London,nhsRegion,2022-03-02,1573
162,E40000003,London,nhsRegion,2022-03-01,1575
163,E40000003,London,nhsRegion,2022-02-28,1579
164,E40000003,London,nhsRegion,2022-02-27,1572
165,E40000003,London,nhsRegion,2022-02-26,1576
166,E40000003,London,nhsRegion,2022-02-25,1661
167,E40000003,London,nhsRegion,2022-02-24,1712
168,E40000003,London,nhsRegion,2022-02-23,1776
169,E40000003,London,nhsRegion,2022-02-22,1809
170,E40000003,London,nhsRegion,2022-02-21,1799
171,E40000003,London,nhsRegion,2022-02-20,1829
172,E40000003,London,nhsRegion,2022-02-19,1832
173,E40000003,London,nhsRegion,2022-02-18,1899
174,E40000003,London,nhsRegion,2022-02-17,1972
175,E40000003,London,nhsRegion,2022-02-16,2004
176,E40000003,London,nhsRegion,2022-02-15,2031
177,E40000003,London,nhsRegion,2022-02-14,2071
178,E40000003,London,nhsRegion,2022-02-13,2015
179,E40000003,London,nhsRegion,2022-02-12,2003
180,E40000003,London,nhsRegion,2022-02-11,2042
181,E40000003,London,nhsRegion,2022-02-10,2122
182,E40000003,London,nhsRegion,2022-02-09,2211
183,E40000003,London,nhsRegion,2022-02-08,2291
184,E40000003,London,nhsRegion,2022-02-07,2310
185,E40000003,London,nhsRegion,2022-02-06,2262
186,E40000003,London,nhsRegion,2022-02-05,2230
187,E40000003,London,nhsRegion,2022-02-04,2321
188,E40000003,London,nhsRegion,2022-02-03,2370
189,E40000003,London,nhsRegion,2022-02-02,2451
190,E40000003,London,nhsRegion,2022-02-01,2468
191,E40000003,London,nhsRegion,2022-01-31,2492
192,E40000003,London,nhsRegion,2022-01-30,2448
193,E40000003,London,nhsRegion,2022-01-29,2466
194,E40000003,London,nhsRegion,2022-01-28,2537
195,E40000003,London,nhsRegion,2022-01-27,2602
196,E40000003,London,nhsRegion,2022-01-26,2685
197,E40000003,London,nhsRegion,2022-01-25,2762
198,E40000003,London,nhsRegion,2022-01-24,2792
199,E40000003,London,nhsRegion,2022-01-23,2743
200,E40000003,London,nhsRegion,2022-01-22,2677
201,E40000003,London,nhsRegion,2022-01-21,2918
202,E40000003,London,nhsRegion,2022-01-20,3059
203,E40000003,London,nhsRegion,2022-01-19,3179
204,E40000003,London,nhsRegion,2022-01-18,3385
205,E40000003,London,nhsRegion,2022-01-17,3537
206,E40000003,London,nhsRegion,2022-01-16,3464
207,E40000003,London,nhsRegion,2022-01-15,3464
208,E40000003,London,nhsRegion,2022-01-14,3572
209,E40000003,London,nhsRegion,2022-01-13,3662
210,E40000003,London,nhsRegion,2022-01-12,3797
211,E40000003,London,nhsRegion,2022-01-11,3826
212,E40000003,London,nhsRegion,2022-01-10,3930
213,E40000003,London,nhsRegion,2022-01-09,3867
214,E40000003,London,nhsRegion,2022-01-08,3819
215,E40000003,London,nhsRegion,2022-01-07,3989
216,E40000003,London,nhsRegion,2022-01-06,4053
217,E40000003,London,nhsRegion,2022-01-05,4074
218,E40000003,London,nhsRegion,2022-01-04,3993
219,E40000003,London,nhsRegion,2022-01-03,3848
220,E40000003,London,nhsRegion,2022-01-02,3744
221,E40000003,London,nhsRegion,2022-01-01,3666
222,E40000003,London,nhsRegion,2021-12-31,3636
223,E40000003,London,nhsRegion,2021-12-30,3477
224,E40000003,London,nhsRegion,2021-12-29,3310
225,E40000003,London,nhsRegion,2021-12-28,3024
226,E40000003,London,nhsRegion,2021-12-27,2640
227,E40000003,London,nhsRegion,2021-12-26,2425
228,E40000003,London,nhsRegion,2021-12-25,2295
229,E40000003,London,nhsRegion,2021-12-24,2260
230,E40000003,London,nhsRegion,2021-12-23,2097
231,E40000003,London,nhsRegion,2021-12-22,2036
232,E40000003,London,nhsRegion,2021-12-21,1904
233,E40000003,London,nhsRegion,2021-12-20,1819
234,E40000003,London,nhsRegion,2021-12-19,1666
235,E40000003,London,nhsRegion,2021-12-18,1573
236,E40000003,London,nhsRegion,2021-12-17,1534
237,E40000003,London,nhsRegion,2021-12-16,1460
238,E40000003,London,nhsRegion,2021-12-15,1372
239,E40000003,London,nhsRegion,2021-12-14,1349
240,E40000003,London,nhsRegion,2021-12-13,1360
241,E40000003,London,nhsRegion,2021-12-12,1253
242,E40000003,London,nhsRegion,2021-12-11,1185
243,E40000003,London,nhsRegion,2021-12-10,1193
244,E40000003,London,nhsRegion,2021-12-09,1163
245,E40000003,London,nhsRegion,2021-12-08,1136
246,E40000003,London,nhsRegion,2021-12-07,1134
247,E40000003,London,nhsRegion,2021-12-06,1102
248,E40000003,London,nhsRegion,2021-12-05,1087
249,E40000003,London,nhsRegion,2021-12-04,1057
250,E40000003,London,nhsRegion,2021-12-03,1069
251,E40000003,London,nhsRegion,2021-12-02,1083
252,E40000003,London,nhsRegion,2021-12-01,1074
253,E40000003,London,nhsRegion,2021-11-30,1095
254,E40000003,London,nhsRegion,2021-11-29,1099
255,E40000003,London,nhsRegion,2021-11-28,994
256,E40000003,London,nhsRegion,2021-11-27,989
257,E40000003,London,nhsRegion,2021-11-26,1043
258,E40000003,London,nhsRegion,2021-11-25,1028
259,E40000003,London,nhsRegion,2021-11-24,1012
260,E40000003,London,nhsRegion,2021-11-23,1034
261,E40000003,London,nhsRegion,2021-11-22,1067
262,E40000003,London,nhsRegion,2021-11-21,1048
263,E40000003,London,nhsRegion,2021-11-20,1026
264,E40000003,London,nhsRegion,2021-11-19,1030
265,E40000003,London,nhsRegion,2021-11-18,1037
266,E40000003,London,nhsRegion,2021-11-17,1057
267,E40000003,London,nhsRegion,2021-11-16,1088
268,E40000003,London,nhsRegion,2021-11-15,1094
269,E40000003,London,nhsRegion,2021-11-14,1047
270,E40000003,London,nhsRegion,2021-11-13,1047
271,E40000003,London,nhsRegion,2021-11-12,1056
272,E40000003,London,nhsRegion,2021-11-11,1075
273,E40000003,London,nhsRegion,2021-11-10,1047
274,E40000003,London,nhsRegion,2021-11-09,1054
275,E40000003,London,nhsRegion,2021-11-08,1052
276,E40000003,London,nhsRegion,2021-11-07,1034
277,E40000003,London,nhsRegion,2021-11-06,1035
278,E40000003,London,nhsRegion,2021-11-05,1039
279,E40000003,London,nhsRegion,2021-11-04,1020
280,E40000003,London,nhsRegion,2021-11-03,1050
281,E40000003,London,nhsRegion,2021-11-02,1094
282,E40000003,London,nhsRegion,2021-11-01,1104
283,E40000003,London,nhsRegion,2021-10-31,1067
284,E40000003,London,nhsRegion,2021-10-30,1032
285,E40000003,London,nhsRegion,2021-10-29,1047
286,E40000003,London,nhsRegion,2021-10-28,1063
287,E40000003,London,nhsRegion,2021-10-27,1051
288,E40000003,London,nhsRegion,2021-10-26,1046
289,E40000003,London,nhsRegion,2021-10-25,1044
290,E40000003,London,nhsRegion,2021-10-24,1003
291,E40000003,London,nhsRegion,2021-10-23,993
292,E40000003,London,nhsRegion,2021-10-22,969
293,E40000003,London,nhsRegion,2021-10-21,979
294,E40000003,London,nhsRegion,2021-10-20,959
295,E40000003,London,nhsRegion,2021-10-19,965
296,E40000003,London,nhsRegion,2021-10-18,918
297,E40000003,London,nhsRegion,2021-10-17,896
298,E40000003,London,nhsRegion,2021-10-16,882
299,E40000003,London,nhsRegion,2021-10-15,879
300,E40000003,London,nhsRegion,2021-10-14,864
301,E40000003,London,nhsRegion,2021-10-13,849
302,E40000003,London,nhsRegion,2021-10-12,853
303,E40000003,London,nhsRegion,2021-10-11,894
304,E40000003,London,nhsRegion,2021-10-10,878
305,E40000003,London,nhsRegion,2021-10-09,867
306,E40000003,London,nhsRegion,2021-10-08,885
307,E40000003,London,nhsRegion,2021-10-07,884
308,E40000003,London,nhsRegion,2021-10-06,904
309,E40000003,London,nhsRegion,2021-10-05,925
310,E40000003,London,nhsRegion,2021-10-04,934
311,E40000003,London,nhsRegion,2021-10-03,906
312,E40000003,London,nhsRegion,2021-10-02,894
313,E40000003,London,nhsRegion,2021-10-01,927
314,E40000003,London,nhsRegion,2021-09-30,948
315,E40000003,London,nhsRegion,2021-09-29,983
316,E40000003,London,nhsRegion,2021-09-28,1001
317,E40000003,London,nhsRegion,2021-09-27,999
318,E40000003,London,nhsRegion,2021-09-26,990
319,E40000003,London,nhsRegion,2021-09-25,984
320,E40000003,London,nhsRegion,2021-09-24,1000
321,E40000003,London,nhsRegion,2021-09-23,1013
322,E40000003,London,nhsRegion,2021-09-22,1056
323,E40000003,London,nhsRegion,2021-09-21,1077
324,E40000003,London,nhsRegion,2021-09-20,1122
325,E40000003,London,nhsRegion,2021-09-19,1134
326,E40000003,London,nhsRegion,2021-09-18,1124
327,E40000003,London,nhsRegion,2021-09-17,1153
328,E40000003,London,nhsRegion,2021-09-16,1179
329,E40000003,London,nhsRegion,2021-09-15,1214
330,E40000003,London,nhsRegion,2021-09-14,1276
331,E40000003,London,nhsRegion,2021-09-13,1253
332,E40000003,London,nhsRegion,2021-09-12,1214
333,E40000003,London,nhsRegion,2021-09-11,1209
334,E40000003,London,nhsRegion,2021-09-10,1225
335,E40000003,London,nhsRegion,2021-09-09,1190
336,E40000003,London,nhsRegion,2021-09-08,1214
337,E40000003,London,nhsRegion,2021-09-07,1211
338,E40000003,London,nhsRegion,2021-09-06,1177
339,E40000003,London,nhsRegion,2021-09-05,1143
340,E40000003,London,nhsRegion,2021-09-04,1134
341,E40000003,London,nhsRegion,2021-09-03,1154
342,E40000003,London,nhsRegion,2021-09-02,1202
343,E40000003,London,nhsRegion,2021-09-01,1235
344,E40000003,London,nhsRegion,2021-08-31,1255
345,E40000003,London,nhsRegion,2021-08-30,1192
346,E40000003,London,nhsRegion,2021-08-29,1150
347,E40000003,London,nhsRegion,2021-08-28,1154
348,E40000003,London,nhsRegion,2021-08-27,1189
349,E40000003,London,nhsRegion,2021-08-26,1189
350,E40000003,London,nhsRegion,2021-08-25,1172
351,E40000003,London,nhsRegion,2021-08-24,1178
352,E40000003,London,nhsRegion,2021-08-23,1199
353,E40000003,London,nhsRegion,2021-08-22,1138
354,E40000003,London,nhsRegion,2021-08-21,1126
355,E40000003,London,nhsRegion,2021-08-20,1112
356,E40000003,London,nhsRegion,2021-08-19,1098
357,E40000003,London,nhsRegion,2021-08-18,1090
358,E40000003,London,nhsRegion,2021-08-17,1074
359,E40000003,London,nhsRegion,2021-08-16,1086
360,E40000003,London,nhsRegion,2021-08-15,1036
361,E40000003,London,nhsRegion,2021-08-14,1008
362,E40000003,London,nhsRegion,2021-08-13,1025
363,E40000003,London,nhsRegion,2021-08-12,1016
364,E40000003,London,nhsRegion,2021-08-11,1041
365,E40000003,London,nhsRegion,2021-08-10,1068
366,E40000003,London,nhsRegion,2021-08-09,1077
367,E40000003,London,nhsRegion,2021-08-08,1046
368,E40000003,London,nhsRegion,2021-08-07,1026
369,E40000003,London,nhsRegion,2021-08-06,1044
370,E40000003,London,nhsRegion,2021-08-05,1027
371,E40000003,London,nhsRegion,2021-08-04,1042
372,E40000003,London,nhsRegion,2021-08-03,1084
373,E40000003,London,nhsRegion,2021-08-02,1157
374,E40000003,London,nhsRegion,2021-08-01,1023
375,E40000003,London,nhsRegion,2021-07-31,1034
376,E40000003,London,nhsRegion,2021-07-30,1029
377,E40000003,London,nhsRegion,2021-07-29,935
378,E40000003,London,nhsRegion,2021-07-28,1023
379,E40000003,London,nhsRegion,2021-07-27,1001
380,E40000003,London,nhsRegion,2021-07-26,957
381,E40000003,London,nhsRegion,2021-07-25,890
382,E40000003,London,nhsRegion,2021-07-24,852
383,E40000003,London,nhsRegion,2021-07-23,794
384,E40000003,London,nhsRegion,2021-07-22,735
385,E40000003,London,nhsRegion,2021-07-21,713
386,E40000003,London,nhsRegion,2021-07-20,662
387,E40000003,London,nhsRegion,2021-07-19,647
388,E40000003,London,nhsRegion,2021-07-18,574
389,E40000003,London,nhsRegion,2021-07-17,590
390,E40000003,London,nhsRegion,2021-07-16,583
391,E40000003,London,nhsRegion,2021-07-15,575
392,E40000003,London,nhsRegion,2021-07-14,540
393,E40000003,London,nhsRegion,2021-07-13,514
394,E40000003,London,nhsRegion,2021-07-12,514
395,E40000003,London,nhsRegion,2021-07-11,467
396,E40000003,London,nhsRegion,2021-07-10,440
397,E40000003,London,nhsRegion,2021-07-09,435
398,E40000003,London,nhsRegion,2021-07-08,411
399,E40000003,London,nhsRegion,2021-07-07,397
400,E40000003,London,nhsRegion,2021-07-06,381
401,E40000003,London,nhsRegion,2021-07-05,364
402,E40000003,London,nhsRegion,2021-07-04,331
403,E40000003,London,nhsRegion,2021-07-03,318
404,E40000003,London,nhsRegion,2021-07-02,323
405,E40000003,London,nhsRegion,2021-07-01,329
406,E40000003,London,nhsRegion,2021-06-30,314
407,E40000003,London,nhsRegion,2021-06-29,301
408,E40000003,London,nhsRegion,2021-06-28,302
409,E40000003,London,nhsRegion,2021-06-27,243
410,E40000003,London,nhsRegion,2021-06-26,266
411,E40000003,London,nhsRegion,2021-06-25,286
412,E40000003,London,nhsRegion,2021-06-24,286
413,E40000003,London,nhsRegion,2021-06-23,280
414,E40000003,London,nhsRegion,2021-06-22,300
415,E40000003,London,nhsRegion,2021-06-21,303
416,E40000003,London,nhsRegion,2021-06-20,272
417,E40000003,London,nhsRegion,2021-06-19,286
418,E40000003,London,nhsRegion,2021-06-18,289
419,E40000003,London,nhsRegion,2021-06-17,300
420,E40000003,London,nhsRegion,2021-06-16,277
421,E40000003,London,nhsRegion,2021-06-15,289
422,E40000003,London,nhsRegion,2021-06-14,285
423,E40000003,London,nhsRegion,2021-06-13,261
424,E40000003,London,nhsRegion,2021-06-12,250
425,E40000003,London,nhsRegion,2021-06-11,262
426,E40000003,London,nhsRegion,2021-06-10,266
427,E40000003,London,nhsRegion,2021-06-09,270
428,E40000003,London,nhsRegion,2021-06-08,249
429,E40000003,London,nhsRegion,2021-06-07,252
430,E40000003,London,nhsRegion,2021-06-06,237
431,E40000003,London,nhsRegion,2021-06-05,234
432,E40000003,London,nhsRegion,2021-06-04,247
433,E40000003,London,nhsRegion,2021-06-03,238
434,E40000003,London,nhsRegion,2021-06-02,241
435,E40000003,London,nhsRegion,2021-06-01,236
436,E40000003,London,nhsRegion,2021-05-31,234
437,E40000003,London,nhsRegion,2021-05-30,233
438,E40000003,London,nhsRegion,2021-05-29,235
439,E40000003,London,nhsRegion,2021-05-28,234
440,E40000003,London,nhsRegion,2021-05-27,234
441,E40000003,London,nhsRegion,2021-05-26,238
442,E40000003,London,nhsRegion,2021-05-25,242
443,E40000003,London,nhsRegion,2021-05-24,244
444,E40000003,London,nhsRegion,2021-05-23,236
445,E40000003,London,nhsRegion,2021-05-22,233
446,E40000003,London,nhsRegion,2021-05-21,254
447,E40000003,London,nhsRegion,2021-05-20,248
448,E40000003,London,nhsRegion,2021-05-19,241
449,E40000003,London,nhsRegion,2021-05-18,245
450,E40000003,London,nhsRegion,2021-05-17,259
451,E40000003,London,nhsRegion,2021-05-16,261
452,E40000003,London,nhsRegion,2021-05-15,258
453,E40000003,London,nhsRegion,2021-05-14,251
454,E40000003,London,nhsRegion,2021-05-13,266
455,E40000003,London,nhsRegion,2021-05-12,275
456,E40000003,London,nhsRegion,2021-05-11,281
457,E40000003,London,nhsRegion,2021-05-10,281
458,E40000003,London,nhsRegion,2021-05-09,274
459,E40000003,London,nhsRegion,2021-05-08,275
460,E40000003,London,nhsRegion,2021-05-07,272
461,E40000003,London,nhsRegion,2021-05-06,283
462,E40000003,London,nhsRegion,2021-05-05,284
463,E40000003,London,nhsRegion,2021-05-04,292
464,E40000003,London,nhsRegion,2021-05-03,316
465,E40000003,London,nhsRegion,2021-05-02,308
466,E40000003,London,nhsRegion,2021-05-01,299
467,E40000003,London,nhsRegion,2021-04-30,315
468,E40000003,London,nhsRegion,2021-04-29,339
469,E40000003,London,nhsRegion,2021-04-28,353
470,E40000003,London,nhsRegion,2021-04-27,368
471,E40000003,London,nhsRegion,2021-04-26,376
472,E40000003,London,nhsRegion,2021-04-25,375
473,E40000003,London,nhsRegion,2021-04-24,403
474,E40000003,London,nhsRegion,2021-04-23,418
475,E40000003,London,nhsRegion,2021-04-22,423
476,E40000003,London,nhsRegion,2021-04-21,453
477,E40000003,London,nhsRegion,2021-04-20,439
478,E40000003,London,nhsRegion,2021-04-19,460
479,E40000003,London,nhsRegion,2021-04-18,467
480,E40000003,London,nhsRegion,2021-04-17,476
481,E40000003,London,nhsRegion,2021-04-16,501
482,E40000003,London,nhsRegion,2021-04-15,498
483,E40000003,London,nhsRegion,2021-04-14,513
484,E40000003,London,nhsRegion,2021-04-13,521
485,E40000003,London,nhsRegion,2021-04-12,520
486,E40000003,London,nhsRegion,2021-04-11,520
487,E40000003,London,nhsRegion,2021-04-10,538
488,E40000003,London,nhsRegion,2021-04-09,561
489,E40000003,London,nhsRegion,2021-04-08,569
490,E40000003,London,nhsRegion,2021-04-07,577
491,E40000003,London,nhsRegion,2021-04-06,601
492,E40000003,London,nhsRegion,2021-04-05,636
493,E40000003,London,nhsRegion,2021-04-04,637
494,E40000003,London,nhsRegion,2021-04-03,630
495,E40000003,London,nhsRegion,2021-04-02,652
496,E40000003,London,nhsRegion,2021-04-01,668
497,E40000003,London,nhsRegion,2021-03-31,689
498,E40000003,London,nhsRegion,2021-03-30,717
499,E40000003,London,nhsRegion,2021-03-29,733
500,E40000003,London,nhsRegion,2021-03-28,737
501,E40000003,London,nhsRegion,2021-03-27,742
502,E40000003,London,nhsRegion,2021-03-26,799
503,E40000003,London,nhsRegion,2021-03-25,811
504,E40000003,London,nhsRegion,2021-03-24,840
505,E40000003,London,nhsRegion,2021-03-23,876
506,E40000003,London,nhsRegion,2021-03-22,922
507,E40000003,London,nhsRegion,2021-03-21,928
508,E40000003,London,nhsRegion,2021-03-20,941
509,E40000003,London,nhsRegion,2021-03-19,986
510,E40000003,London,nhsRegion,2021-03-18,1023
511,E40000003,London,nhsRegion,2021-03-17,1082
512,E40000003,London,nhsRegion,2021-03-16,1138
513,E40000003,London,nhsRegion,2021-03-15,1185
514,E40000003,London,nhsRegion,2021-03-14,1181
515,E40000003,London,nhsRegion,2021-03-13,1190
516,E40000003,London,nhsRegion,2021-03-12,1273
517,E40000003,London,nhsRegion,2021-03-11,1335
518,E40000003,London,nhsRegion,2021-03-10,1400
519,E40000003,London,nhsRegion,2021-03-09,1481
520,E40000003,London,nhsRegion,2021-03-08,1551
521,E40000003,London,nhsRegion,2021-03-07,1562
522,E40000003,London,nhsRegion,2021-03-06,1618
523,E40000003,London,nhsRegion,2021-03-05,1723
524,E40000003,London,nhsRegion,2021-03-04,1821
525,E40000003,London,nhsRegion,2021-03-03,1861
526,E40000003,London,nhsRegion,2021-03-02,1932
527,E40000003,London,nhsRegion,2021-03-01,2018
528,E40000003,London,nhsRegion,2021-02-28,1828
529,E40000003,London,nhsRegion,2021-02-27,2102
530,E40000003,London,nhsRegion,2021-02-26,2253
531,E40000003,London,nhsRegion,2021-02-25,2371
